reference,type,transaction,price,surface,price_per_sqm,rooms,bathrooms,floor,city,neighborhood,condition,age,amenities,description,listing_date
MA-TAN-99366,Appartement,Vente,506221,66,7670,2,2,4,Tanger,Malabata,Excellent état,4,"Climatisation, Garage, Placard, Terrasse","Appartement de 66m² situé à Malabata, Tanger",2025-09-08
MA-FÈS-36434,Villa,Location,8341648,438,19044,3,3,0,Fès,Saiss,Très bon état,18,"Ascenseur, Balcon, Cuisine équipée, Parking, Sécurité",Villa moderne de 438m² à Fès,2025-12-04
MA-AGA-23367,Appartement,Location vacances,3302808,247,13371,3,1,10,Agadir,Talborjt,Neuf,38,"Ascenseur, Concierge, Jardin, Placard",Appartement moderne de 247m² à Agadir,2025-08-10
MA-MEK-93163,Villa,Location,5210672,302,17253,3,3,0,Meknès,Ville Nouvelle,Neuf,2,"Balcon, Concierge, Jardin, Piscine, Placard, Sécurité, Vue montagne",Magnifique villa en neuf à Ville Nouvelle,2025-09-13
MA-CAS-46937,Appartement,Location,1770221,96,18439,4,2,5,Casablanca,Hay Mohammadi,À rénover,17,"Cave, Jardin, Piscine",Beau appartement dans le quartier recherché de Hay Mohammadi,2025-11-04
MA-OUJ-92238,Maison,Vente,3219563,282,11416,2,1,0,Oujda,Hay Hassani,Très bon état,9,"Ascenseur, Balcon, Concierge, Cuisine équipée, Piscine, Vue montagne",Magnifique maison en très bon état à Hay Hassani,2025-12-04
MA-OUJ-96069,Appartement,Vente,1965377,187,10510,1,1,2,Oujda,Sidi Yahya,À rénover,13,"Garage, Piscine, Sécurité, Vue mer, Vue montagne","Appartement de 187m² situé à Sidi Yahya, Oujda",2025-10-23
MA-OUJ-94370,Maison,Vente,2301936,210,10961,2,1,0,Oujda,Angad,Excellent état,32,"Cuisine équipée, Garage, Jardin, Piscine",Beau maison dans le quartier recherché de Angad,2025-12-05
MA-TAN-40134,Appartement,Vente,355161,41,8662,4,2,8,Tanger,Centre Ville,Excellent état,9,"Balcon, Climatisation, Jardin, Vue montagne",Appartement spacieux avec 4 chambres à Tanger,2025-12-10
MA-TAN-90047,Appartement,Vente,1250307,85,14709,1,2,5,Tanger,Centre Ville,Excellent état,33,"Cave, Chauffage, Climatisation, Jardin, Placard, Vue mer","Appartement de 85m² situé à Centre Ville, Tanger",2025-11-30
MA-KEN-40337,Appartement,Location,1435890,120,11965,1,2,4,Kenitra,Maamoura,Neuf,35,"Ascenseur, Climatisation, Concierge, Jardin, Parking, Terrasse, Vue montagne",Appartement spacieux avec 1 chambres à Kenitra,2025-11-25
MA-SAL-24823,Appartement,Vente,1810477,184,9839,5,2,0,Salé,Aviation,Excellent état,21,"Cave, Cuisine équipée, Garage, Jardin, Vue mer","Appartement de 184m² situé à Aviation, Salé",2025-07-24
MA-RAB-84198,Appartement,Vente,1270307,108,11762,4,2,2,Rabat,Hassan,À rénover,11,"Balcon, Cave, Concierge, Cuisine équipée, Garage, Piscine, Sécurité, Vue montagne","Appartement de 108m² situé à Hassan, Rabat",2025-09-18
MA-FÈS-47428,Maison,Vente,2559678,222,11530,5,2,0,Fès,Route Ain Chkef,Très bon état,23,"Ascenseur, Chauffage, Climatisation, Piscine, Terrasse, Vue montagne",Maison moderne de 222m² à Fès,2025-12-08
MA-CAS-21424,Appartement,Vente,1601397,85,18839,1,2,7,Casablanca,Hay Mohammadi,Excellent état,12,"Balcon, Climatisation, Parking, Placard",Beau appartement dans le quartier recherché de Hay Mohammadi,2025-12-05
MA-MEK-35278,Appartement,Vente,2467392,221,11164,1,2,10,Meknès,Bassatine,Bon état,3,"Ascenseur, Cave, Chauffage, Cuisine équipée, Garage, Sécurité, Vue mer",Appartement moderne de 221m² à Meknès,2025-10-03
MA-RAB-69783,Villa,Vente,5186139,350,14817,6,2,0,Rabat,Océan,Excellent état,27,"Balcon, Chauffage, Climatisation, Vue mer",Villa spacieux avec 6 chambres à Rabat,2025-11-17
MA-TAN-34652,Appartement,Location,3242576,216,15011,3,1,11,Tanger,Malabata,Bon état,15,"Ascenseur, Climatisation, Concierge, Cuisine équipée, Garage, Vue mer, Vue montagne","Appartement de 216m² situé à Malabata, Tanger",2025-09-12
MA-CAS-91625,Appartement,Location,662487,55,12045,4,2,3,Casablanca,Sidi Maarouf,Neuf,35,"Ascenseur, Cuisine équipée, Parking, Placard, Vue montagne","Appartement de 55m² situé à Sidi Maarouf, Casablanca",2025-08-04
MA-AGA-36228,Maison,Vente,4281075,270,15855,2,1,0,Agadir,Sonaba,Très bon état,22,"Parking, Placard, Vue montagne",Maison spacieux avec 2 chambres à Agadir,2025-09-08
MA-RAB-82488,Appartement,Vente,3152767,209,15085,4,1,11,Rabat,Souissi,Très bon état,30,"Chauffage, Climatisation, Concierge, Jardin, Placard, Vue mer",Appartement spacieux avec 4 chambres à Rabat,2025-07-24
MA-CAS-82705,Maison,Vente,1129052,89,12685,3,2,0,Casablanca,Racine,Bon état,27,"Ascenseur, Climatisation, Cuisine équipée, Garage, Piscine, Terrasse, Vue mer, Vue montagne",Beau maison dans le quartier recherché de Racine,2025-07-13
MA-MAR-45256,Appartement,Vente,794110,40,19852,3,1,2,Marrakech,Targa,Très bon état,16,"Ascenseur, Chauffage, Cuisine équipée, Jardin, Sécurité, Terrasse, Vue montagne",Beau appartement dans le quartier recherché de Targa,2025-07-03
MA-OUJ-38279,Villa,Location,7430022,547,13583,4,3,0,Oujda,Al Qods,Neuf,8,"Ascenseur, Climatisation, Parking, Piscine, Placard",Beau villa dans le quartier recherché de Al Qods,2025-11-24
MA-TAN-58359,Villa,Location,4984685,215,23184,4,2,0,Tanger,Mesnana,Neuf,36,"Balcon, Chauffage, Cuisine équipée, Piscine, Terrasse, Vue mer",Villa moderne de 215m² à Tanger,2025-09-09
MA-CAS-31389,Villa,Location,3282605,235,13968,5,4,0,Casablanca,Palmier,Neuf,35,"Climatisation, Concierge, Jardin","Villa de 235m² situé à Palmier, Casablanca",2025-09-27
MA-MAR-19795,Maison,Location vacances,3345050,258,12965,5,1,0,Marrakech,Hivernage,Excellent état,26,"Ascenseur, Balcon, Concierge, Cuisine équipée, Garage, Jardin, Terrasse, Vue montagne",Maison moderne de 258m² à Marrakech,2025-12-12
MA-AGA-12005,Appartement,Location,2927388,217,13490,4,2,3,Agadir,Founty,Bon état,32,"Ascenseur, Chauffage, Climatisation, Concierge, Parking, Piscine, Sécurité, Terrasse",Appartement moderne de 217m² à Agadir,2025-10-11
MA-MEK-63367,Villa,Vente,3453668,225,15349,4,4,0,Meknès,Hamria,Très bon état,36,"Cuisine équipée, Jardin, Parking, Vue mer","Villa de 225m² situé à Hamria, Meknès",2025-09-14
MA-RAB-93699,Appartement,Vente,4643817,247,18800,4,2,5,Rabat,Medina,À rénover,21,"Ascenseur, Balcon, Cave, Chauffage, Climatisation, Cuisine équipée, Jardin, Terrasse",Appartement spacieux avec 4 chambres à Rabat,2025-07-09
MA-RAB-76889,Duplex,Location vacances,1683752,116,14515,3,2,11,Rabat,Aviation,À rénover,3,"Cave, Parking, Sécurité, Terrasse, Vue montagne",Magnifique duplex en à rénover à Aviation,2025-12-25
MA-RAB-97820,Villa,Location vacances,6464937,382,16923,3,4,0,Rabat,Océan,À rénover,2,"Balcon, Cave, Climatisation, Concierge",Villa moderne de 382m² à Rabat,2025-10-16
MA-CAS-52071,Appartement,Vente,2584853,157,16464,4,2,11,Casablanca,Maarif,Neuf,26,"Climatisation, Concierge, Vue montagne",Magnifique appartement en neuf à Maarif,2025-08-30
MA-CAS-80530,Appartement,Location,2120423,148,14327,4,2,12,Casablanca,Ain Diab,Excellent état,22,"Ascenseur, Cave, Piscine, Terrasse, Vue montagne",Magnifique appartement en excellent état à Ain Diab,2025-09-27
MA-MEK-25635,Appartement,Vente,1456030,135,10785,3,1,2,Meknès,Medina,À rénover,39,"Cave, Chauffage, Climatisation, Cuisine équipée, Parking, Piscine, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Medina,2025-10-01
MA-CAS-48218,Riad,Vente,8911696,302,29508,10,3,0,Casablanca,Sidi Maarouf,Excellent état,10,"Chauffage, Cuisine équipée, Placard, Vue mer, Vue montagne",Magnifique riad en excellent état à Sidi Maarouf,2025-07-21
MA-RAB-37661,Maison,Vente,1414330,117,12088,2,1,0,Rabat,Kamra,Excellent état,1,"Balcon, Chauffage, Concierge, Parking, Placard, Terrasse",Maison moderne de 117m² à Rabat,2025-09-29
MA-CAS-74417,Maison,Vente,3838284,253,15171,4,1,0,Casablanca,Anfa,Excellent état,15,"Chauffage, Climatisation, Concierge, Jardin, Parking, Placard, Sécurité",Maison moderne de 253m² à Casablanca,2025-12-27
MA-MEK-91876,Appartement,Vente,872123,70,12458,3,2,12,Meknès,Bassatine,Neuf,8,"Cuisine équipée, Placard, Vue mer",Beau appartement dans le quartier recherché de Bassatine,2025-11-16
MA-RAB-37948,Appartement,Vente,3016180,207,14570,4,2,10,Rabat,Medina,À rénover,20,"Balcon, Chauffage, Garage, Parking, Piscine, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Medina,2025-07-07
MA-RAB-47557,Villa,Location,4216096,200,21080,5,4,0,Rabat,Hassan,Bon état,3,"Chauffage, Garage, Piscine, Sécurité, Terrasse",Magnifique villa en bon état à Hassan,2025-10-22
MA-RAB-10169,Appartement,Vente,512322,51,10045,4,2,5,Rabat,Hassan,Bon état,39,"Ascenseur, Garage, Sécurité","Appartement de 51m² situé à Hassan, Rabat",2025-11-28
MA-CAS-43080,Villa,Vente,10402246,530,19626,3,3,0,Casablanca,Anfa,Bon état,14,"Ascenseur, Climatisation, Jardin, Parking, Vue montagne",Magnifique villa en bon état à Anfa,2025-12-28
MA-AGA-86079,Appartement,Vente,2985355,230,12979,2,2,5,Agadir,Secteur Touristique,Excellent état,27,"Balcon, Cuisine équipée, Garage, Jardin, Parking, Vue mer","Appartement de 230m² situé à Secteur Touristique, Agadir",2025-09-02
MA-MEK-95956,Appartement,Vente,500370,40,12509,1,1,2,Meknès,Marjane,Excellent état,25,"Ascenseur, Cave, Piscine",Appartement spacieux avec 1 chambres à Meknès,2025-07-15
MA-AGA-85783,Appartement,Vente,1391914,165,8435,1,2,6,Agadir,Centre Ville,Excellent état,40,"Ascenseur, Concierge, Piscine, Sécurité","Appartement de 165m² situé à Centre Ville, Agadir",2025-12-15
MA-KEN-17312,Maison,Vente,1497441,130,11518,2,1,0,Kenitra,Saknia,Excellent état,4,"Ascenseur, Balcon, Cave, Chauffage, Piscine, Sécurité, Vue mer, Vue montagne",Magnifique maison en excellent état à Saknia,2025-10-02
MA-RAB-44661,Appartement,Vente,1925234,121,15911,5,1,3,Rabat,Hassan,Neuf,5,"Ascenseur, Parking, Placard",Magnifique appartement en neuf à Hassan,2025-07-04
MA-KEN-78500,Appartement,Vente,2433668,195,12480,4,2,4,Kenitra,Aviation,Très bon état,11,"Chauffage, Parking, Sécurité",Magnifique appartement en très bon état à Aviation,2025-09-17
MA-FÈS-73099,Maison,Vente,1980942,166,11933,2,2,0,Fès,Ville Nouvelle,Très bon état,33,"Cave, Placard, Vue montagne",Maison spacieux avec 2 chambres à Fès,2025-07-05
MA-CAS-68029,Studio,Vente,493306,43,11472,1,1,7,Casablanca,Bourgogne,Très bon état,19,"Ascenseur, Cave, Chauffage, Jardin, Parking, Sécurité, Terrasse",Studio moderne de 43m² à Casablanca,2025-10-09
MA-OUJ-98411,Villa,Location vacances,4173205,394,10591,5,4,0,Oujda,Al Amal,Excellent état,3,"Cave, Climatisation, Concierge, Garage, Piscine, Vue montagne",Villa moderne de 394m² à Oujda,2025-11-28
MA-KEN-76791,Appartement,Location,2490509,181,13759,4,2,6,Kenitra,Mamora,À rénover,12,"Balcon, Climatisation, Garage, Parking, Placard",Appartement spacieux avec 4 chambres à Kenitra,2025-08-12
MA-CAS-86105,Appartement,Location,1888566,132,14307,1,2,7,Casablanca,Maarif,Très bon état,14,"Chauffage, Concierge, Garage, Jardin, Parking, Sécurité, Vue mer",Beau appartement dans le quartier recherché de Maarif,2025-10-17
MA-CAS-87928,Riad,Vente,7082419,228,31063,4,3,0,Casablanca,Gauthier,Neuf,3,"Concierge, Cuisine équipée, Placard, Terrasse, Vue mer",Magnifique riad en neuf à Gauthier,2025-08-24
MA-OUJ-76885,Studio,Location,552431,44,12555,1,1,2,Oujda,Al Qods,Neuf,40,"Ascenseur, Chauffage, Jardin, Parking",Studio moderne de 44m² à Oujda,2025-09-19
MA-MEK-54930,Appartement,Location,2720484,204,13335,3,2,5,Meknès,Mansour,Neuf,7,"Balcon, Cave, Chauffage, Jardin, Placard, Sécurité, Terrasse, Vue mer",Magnifique appartement en neuf à Mansour,2025-09-02
MA-MEK-60414,Studio,Location,302662,28,10809,1,1,4,Meknès,Marjane,Bon état,0,"Cave, Climatisation, Concierge, Jardin, Parking, Vue mer, Vue montagne",Magnifique studio en bon état à Marjane,2025-12-02
MA-TAN-11789,Appartement,Location vacances,1530123,126,12143,3,1,5,Tanger,Mesnana,Excellent état,3,"Ascenseur, Cuisine équipée, Vue montagne",Beau appartement dans le quartier recherché de Mesnana,2025-10-24
MA-TAN-12796,Studio,Vente,550279,35,15722,1,1,8,Tanger,Gzenaya,Bon état,6,"Cave, Climatisation, Parking",Magnifique studio en bon état à Gzenaya,2025-08-23
MA-RAB-60702,Appartement,Vente,2963666,203,14599,4,1,0,Rabat,Medina,Bon état,39,"Chauffage, Climatisation, Garage, Piscine, Placard, Terrasse",Appartement spacieux avec 4 chambres à Rabat,2025-11-12
MA-TAN-86949,Maison,Location,2565221,239,10733,3,2,0,Tanger,Centre Ville,À rénover,8,"Ascenseur, Balcon, Concierge, Cuisine équipée, Garage, Piscine, Terrasse",Magnifique maison en à rénover à Centre Ville,2025-08-14
MA-CAS-39392,Villa,Location,5291685,376,14073,7,3,0,Casablanca,Ain Diab,Excellent état,28,"Ascenseur, Cave, Garage, Parking, Vue mer",Villa spacieux avec 7 chambres à Casablanca,2025-12-25
MA-CAS-53071,Studio,Vente,564401,36,15677,1,1,10,Casablanca,Hay Mohammadi,Neuf,5,"Chauffage, Garage, Placard, Sécurité",Studio spacieux avec 1 chambres à Casablanca,2025-09-09
MA-MAR-84830,Maison,Location,1676859,100,16768,4,2,0,Marrakech,Sidi Youssef Ben Ali,Très bon état,22,"Balcon, Climatisation, Concierge, Garage, Parking, Placard, Terrasse, Vue mer",Beau maison dans le quartier recherché de Sidi Youssef Ben Ali,2025-12-08
MA-RAB-15325,Appartement,Vente,2851092,173,16480,1,1,10,Rabat,Hay Riad,Très bon état,13,"Balcon, Cave, Climatisation, Parking, Piscine, Terrasse, Vue mer",Appartement spacieux avec 1 chambres à Rabat,2025-12-27
MA-RAB-69206,Appartement,Vente,1637156,107,15300,2,1,11,Rabat,Souissi,Très bon état,13,"Concierge, Garage, Placard, Terrasse",Beau appartement dans le quartier recherché de Souissi,2025-07-05
MA-AGA-30084,Villa,Location,3142770,209,15037,3,4,0,Agadir,Tilila,Très bon état,3,"Balcon, Cave, Parking, Piscine, Vue mer",Magnifique villa en très bon état à Tilila,2025-11-27
MA-RAB-66517,Studio,Vente,636894,46,13845,1,1,3,Rabat,Aviation,Neuf,30,"Ascenseur, Balcon, Cave, Chauffage, Concierge, Cuisine équipée, Sécurité, Vue montagne",Studio spacieux avec 1 chambres à Rabat,2025-08-23
MA-MEK-82979,Riad,Vente,10136743,452,22426,4,2,0,Meknès,Bassatine,Excellent état,27,"Ascenseur, Balcon, Parking, Vue mer",Riad moderne de 452m² à Meknès,2025-07-29
MA-CAS-19349,Villa,Location vacances,2883082,170,16959,8,3,0,Casablanca,Anfa,Bon état,9,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine équipée, Garage, Placard, Vue montagne",Magnifique villa en bon état à Anfa,2025-12-24
MA-MAR-91573,Villa,Vente,7896567,464,17018,3,2,0,Marrakech,Gueliz,Neuf,21,"Cave, Jardin, Placard",Beau villa dans le quartier recherché de Gueliz,2025-11-09
MA-CAS-94647,Studio,Location,609148,40,15228,1,1,5,Casablanca,Sidi Maarouf,Excellent état,20,"Ascenseur, Cave, Climatisation, Concierge, Parking, Sécurité",Magnifique studio en excellent état à Sidi Maarouf,2025-11-27
MA-RAB-87385,Maison,Vente,3563644,290,12288,5,2,0,Rabat,Aviation,Très bon état,8,"Climatisation, Cuisine équipée, Jardin, Parking",Maison moderne de 290m² à Rabat,2025-11-25
MA-MEK-24584,Villa,Vente,3326823,179,18585,6,4,0,Meknès,Hamria,Neuf,28,"Ascenseur, Cuisine équipée, Placard, Terrasse",Magnifique villa en neuf à Hamria,2025-08-29
MA-SAL-13044,Appartement,Vente,2532516,180,14069,3,2,6,Salé,Laayayda,Très bon état,11,"Ascenseur, Cave, Jardin, Parking, Piscine, Sécurité, Terrasse, Vue montagne",Beau appartement dans le quartier recherché de Laayayda,2025-09-02
MA-MAR-42371,Villa,Location,6665084,424,15719,3,3,0,Marrakech,Route de Fès,À rénover,31,"Ascenseur, Piscine, Sécurité, Vue mer",Magnifique villa en à rénover à Route de Fès,2025-08-15
MA-RAB-42432,Studio,Vente,422325,35,12066,1,1,12,Rabat,Souissi,Très bon état,37,"Ascenseur, Balcon, Climatisation, Piscine, Placard, Vue montagne",Beau studio dans le quartier recherché de Souissi,2025-09-26
MA-TAN-13292,Appartement,Location,1411479,172,8206,4,2,5,Tanger,Centre Ville,Très bon état,8,"Cuisine équipée, Jardin, Piscine, Vue montagne",Appartement moderne de 172m² à Tanger,2025-11-26
MA-CAS-62153,Maison,Vente,1726842,118,14634,4,1,0,Casablanca,Gauthier,Très bon état,37,"Balcon, Garage, Jardin, Parking, Placard",Maison spacieux avec 4 chambres à Casablanca,2025-10-22
MA-TAN-58471,Appartement,Location vacances,2272248,184,12349,2,1,2,Tanger,Ibn Batouta,Bon état,25,"Chauffage, Concierge, Cuisine équipée, Jardin, Placard, Terrasse, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Ibn Batouta,2025-10-12
MA-MAR-50931,Appartement,Vente,2583124,234,11038,4,1,7,Marrakech,Sidi Youssef Ben Ali,Excellent état,21,"Concierge, Cuisine équipée, Jardin, Sécurité, Vue mer",Appartement moderne de 234m² à Marrakech,2025-07-23
MA-KEN-37411,Appartement,Location vacances,1683927,175,9622,2,1,1,Kenitra,Saniat Rmel,Bon état,9,"Ascenseur, Chauffage, Sécurité, Vue montagne",Appartement spacieux avec 2 chambres à Kenitra,2025-08-10
MA-SAL-16312,Villa,Vente,2306082,172,13407,4,4,0,Salé,Aviation,Très bon état,15,"Jardin, Piscine, Vue mer",Magnifique villa en très bon état à Aviation,2025-12-19
MA-MAR-84253,Maison,Vente,2009403,131,15338,6,2,0,Marrakech,Hivernage,Bon état,13,"Ascenseur, Garage, Placard",Maison moderne de 131m² à Marrakech,2025-07-12
MA-CAS-35717,Villa,Vente,8987430,434,20708,4,4,0,Casablanca,Hay Mohammadi,Bon état,34,"Chauffage, Climatisation, Garage, Vue montagne",Villa moderne de 434m² à Casablanca,2025-11-12
MA-CAS-60582,Appartement,Vente,1026656,59,17400,3,2,5,Casablanca,Ain Diab,Excellent état,40,"Ascenseur, Chauffage, Climatisation, Placard, Terrasse, Vue mer",Beau appartement dans le quartier recherché de Ain Diab,2025-11-20
MA-TAN-18815,Villa,Vente,4314483,281,15354,6,4,0,Tanger,Mesnana,Bon état,9,"Cave, Chauffage, Climatisation, Concierge","Villa de 281m² situé à Mesnana, Tanger",2025-10-09
MA-CAS-72220,Appartement,Vente,2123809,221,9609,1,2,0,Casablanca,Gauthier,Très bon état,17,"Concierge, Placard, Sécurité, Vue montagne",Appartement moderne de 221m² à Casablanca,2025-10-14
MA-RAB-69470,Villa,Vente,6582387,293,22465,5,2,0,Rabat,Kamra,Excellent état,14,"Balcon, Climatisation, Concierge, Cuisine équipée, Garage, Parking, Placard, Sécurité",Villa moderne de 293m² à Rabat,2025-11-14
MA-TAN-23235,Villa,Vente,3275740,280,11699,6,2,0,Tanger,Boubana,Bon état,38,"Ascenseur, Chauffage, Concierge","Villa de 280m² situé à Boubana, Tanger",2025-09-06
MA-CAS-82422,Appartement,Location,1589352,103,15430,3,2,5,Casablanca,Anfa,Neuf,19,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine équipée, Parking, Placard",Appartement spacieux avec 3 chambres à Casablanca,2025-09-30
MA-RAB-56804,Appartement,Location,2794672,212,13182,2,2,3,Rabat,Kamra,Excellent état,32,"Ascenseur, Climatisation, Concierge, Garage",Appartement moderne de 212m² à Rabat,2025-09-19
MA-MEK-48568,Riad,Vente,10194111,437,23327,10,3,0,Meknès,Bassatine,Bon état,19,"Concierge, Cuisine équipée, Parking, Placard, Terrasse",Riad moderne de 437m² à Meknès,2025-09-09
MA-RAB-82695,Maison,Location,1570914,133,11811,6,2,0,Rabat,Souissi,Neuf,8,"Climatisation, Cuisine équipée, Placard, Vue montagne",Maison spacieux avec 6 chambres à Rabat,2025-07-22
MA-TAN-70784,Maison,Vente,1034495,90,11494,4,1,0,Tanger,California,À rénover,1,"Cave, Climatisation, Parking, Vue mer",Magnifique maison en à rénover à California,2025-09-19
MA-MAR-38390,Studio,Vente,468683,31,15118,1,1,7,Marrakech,Massira,Bon état,19,"Jardin, Placard, Vue montagne",Magnifique studio en bon état à Massira,2025-12-07
MA-CAS-72694,Maison,Vente,1142804,92,12421,4,1,0,Casablanca,California,Très bon état,34,"Balcon, Chauffage, Concierge, Garage, Parking, Sécurité, Vue montagne",Magnifique maison en très bon état à California,2025-12-25
MA-CAS-19261,Villa,Vente,4045621,184,21987,6,2,0,Casablanca,Racine,Neuf,31,"Ascenseur, Balcon, Climatisation, Concierge, Garage, Jardin, Parking, Sécurité",Magnifique villa en neuf à Racine,2025-07-21
MA-MAR-89857,Appartement,Vente,1012177,86,11769,4,2,8,Marrakech,Gueliz,Neuf,11,"Cuisine équipée, Piscine, Vue mer",Magnifique appartement en neuf à Gueliz,2025-08-09
